,w_name
17543,الأفكار
17544,""""
17545,من
17546,خلال
17547,المساعدة
17548,على
17549,توقع
17550,تصرفات
17551,السائقين
17552,.
17553,أحد
17554,أمثلة
17555,بحث
17556,مطبق
17557,في
17558,ظل
17559,إجراءات
17560,سلامة
17561,أنتج
17562,أيضا
17563,إنسانا
17564,آليا
17565,ل
17566,منافسة
17567,فالنتينو
17568,روسي
17569,.
17570,في
17571,المقابل
17572,","
17573,س
17574,تحصل
17575,أوبر
17576,على
17577,استثمار
17578,ب
17579,مليار
17580,دولار
17581,و
17582,مقعد
17583,في
17584,مجلس
17585,إدارة
17586,الشركة
17587,الصينية
17588,.
17589,شركات
17590,متزايد
17591,تأخذ
17592,زمام
17593,المبادرة
17594,أكثر
17595,من
17596,أي
17597,وقت
17598,مضى
17599,في
17600,وول
17601,ستريت
17602,","
17603,أكثر
17604,حتى
17605,من
17606,وادي
17607,السيليكون
17608,.
17609,أصبحت
17610,أمازون
17611,رابع
17612,أكبر
17613,شركة
17614,أمريكية
17615,من
17616,حيث
17617,القيمة
17618,السوقية
17619,","
17620,متجاوزة
17621,إكسون
17622,موبيل
17623,.
17624,رؤساء
17625,شركات
17626,مثل
17627,سبوتيفاي
17628,و
17629,تسلا
17630,و
17631,أوبر
17632,و
17633,سناب
17634,تشات
17635,س
17636,يحضرون
17637,اجتماعا
17638,خاصا
17639,ب
17640,الإضافة
17641,إلى
17642,قمة
17643,ماونتين
17644,فيو
17645,.
17646,تمثل
17647,رئيسة
17648,منطقة
17649,مدريد
17650,","
17651,كريستينا
17652,سيفوينتيس
17653,","
17654,الأكثر
17655,محافظة
17656,","
17657,في
17658,حين
17659,أن
17660,قادة
17661,من
17662,الحزب
17663,","
17664,مثل
17665,وكيل
17666,القطاع
17667,","
17668,خافيير
17669,ماروتو
17670,","
17671,يمثلون
17672,الأكثر
17673,تقدمية
17674,.
17675,يعمل
17676,دوران
17677,ك
17678,متحدث
17679,رسمي
17680,و
17681,آنخل
17682,بيتادو
17683,ك
17684,أمين
17685,ل
17686,لصندوق
17687,.
17688,ل
17689,لمرة
17690,الأولى
17691,خلال
17692,السنوات
17693,الست
17694,الماضية
17695,انخفض
17696,معدل
17697,البطالة
17698,تحت
17699,20
17700,%
17701,","
17702,و
17703,بات
17704,هناك
17705,ب
17706,الفعل
17707,زيادة
17708,في
17709,العاملين
17710,ب
17711,مقدار
17712,600000
17713,شخص
17714,عن
17715,ما
17716,كان
17717,علي
17718,ه
17719,الأمر
17720,قبل
17721,عام
17722,.
17723,إدارت
17724,ها
17725,","
17726,مع
17727,ذلك
17728,","
17729,لم
17730,تكن
17731,تخلو
17732,من
17733,الانتقادات
17734,.
17735,كانت
17736,النقابات
17737,شرسة
17738,ل
17739,لغاية
17740,و
17741,في
17742,مناسبات
17743,عدة
17744,كانت
17745,تدعو
17746,إلى
17747,إلغاء
17748,التشريعات
17749,التي
17750,تشكل
17751,مدعاة
17752,فخر
17753,ل
17754,فاتيما
17755,بانيز
17756,.
17757,يواجه
17758,هذا
17759,القسم
17760,تحديات
17761,جديدة
17762,الآن
17763,.
17764,علاوة
17765,على
17766,ذلك
17767,","
17768,س
17769,يتحتم
17770,على
17771,الحكومة
17772,التعامل
17773,مع
17774,""""
17775,مشكلة
17776,عويصة
17777,""""
17778,أخرى
17779,.
17780,سمح
17781,ل
17782,ها
17783,وزير
17784,الدفاع
17785,ب
17786,أن
17787,تبقى
17788,الأمين
17789,العام
17790,ل
17791,لحزب
17792,في
17793,الوقت
17794,الراهن
17795,.
17796,قالت
17797,مصادر
17798,مطلعة
17799,أن
17800,ه
17801,""""
17802,100
17803,%
17804,كوسبيدال
17805,""""
17806,.
17807,ب
17808,الرغم
17809,من
17810,هم
17811,","
17812,لم
17813,يفهم
17814,الكل
17815,في
17816,الحزب
17817,الرسائل
17818,التي
17819,حاول
17820,الرئيس
17821,توجيه
17822,ها
17823,إلي
17824,هم
17825,ب
17826,الأمس
17827,.
17828,البارون
17829,دي
17830,كلاريت
17831,","
17832,الشخص
17833,الوحيد
17834,في
17835,الحكومة
17836,الذي
17837,يحمل
17838,لقبا
17839,نبيلا
17840,.
17841,بيدرو
17842,سانشيز
17843,","
17844,مثل
17845,الكثير
17846,من
17847,الاشتراكيين
17848,الآخرين
17849,","
17850,قال
17851,في
17852,برنامج
17853,إيفول
17854,أن
17855,إسبانيا
17856,أمة
17857,من
17858,الأمم
17859,.
17860,و
17861,ماذا
17862,عن
17863,الأحزاب
17864,في
17865,ماذا
17866,","
17867,في
17868,الحقوق
17869,التاريخية
17870,؟
17871,قال
17872,فيديريكو
17873,فيليني
17874,ذات
17875,مرة
17876,:
17877,""""
17878,المهرج
17879,ب
17880,النسبة
17881,إلى
17882,الإنسانية
17883,ك
17884,الظل
17885,ب
17886,النسبة
17887,إلى
17888,الإنسان
17889,""""
17890,.
17891,وقف
17892,وحيدا
17893,أمام
17894,الجمهور
17895,","
17896,و
17897,في
17898,نهاية
17899,المطاف
17900,","
17901,أخرج
17902,أفضل
17903,ما
17904,في
17905,ه
17906,كي
17907,يثير
17908,ضحك
17909,الجمهور
17910,.
17911,في
17912,الأفلام
17913,الحربية
17914,و
17915,أفلام
17916,رعاة
17917,البقر
17918,و
17919,الهنود
17920,الحمر
17921,","
17922,كانت
17923,مشاهد
17924,القتال
17925,و
17926,الضرب
17927,مبهرة
17928,إلى
17929,أقصى
17930,حد
17931,.
17932,التفخيم
17933,و
17934,السخرية
17935,المتقنة
17936,و
17937,التلميحات
17938,الفجة
17939,و
17940,غير
17941,ها
17942,من
17943,الزخارف
17944,اللفظية
17945,تندرج
17946,في
17947,في
17948,الخطابة
17949,البرلمانية
17950,","
17951,لكن
17952,تنقير
17953,النواب
17954,على
17955,بعض
17956,هم
17957,البعض
17958,و
17959,الكوميديا
17960,التهريجية
17961,ف
17962,لا
17963,تندرج
17964,.
17965,هو
17966,يعتقد
17967,أن
17968,لا
17969,أحد
17970,ينتظر
17971,نا
17972,ينتظر
17973,نا
17974,.
17975,ربما
17976,ل
17977,هذا
17978,السبب
17979,تغرورق
17980,عينا
17981,ه
17982,ب
17983,الدموع
17984,فيما
17985,يكشف
17986,مقطع
17987,الوقت
17988,محصول
17989,ه
17990,و
17991,يسلم
17992,سر
17993,ه
17994,إلى
17995,المياه
17996,المقيدة
17997,.
17998,و
17999,يجب
18000,أن
18001,تستقبل
18002,ب
18003,روح
18004,منفتحة
18005,و
18006,ذهن
18007,صاف
18008,ل
18009,أن
18010,ها
18011,تشكل
18012,الجيل
18013,الجديد
18014,من
18015,الجمال
18016,و
18017,الأمل
18018,.
18019,نتيجة
18020,ل
18021,ذلك
18022,","
18023,ترامب
18024,ليس
18025,قلقا
18026,جدا
18027,ب
18028,شأن
18029,تصويت
18030,الأمريكيين
18031,اللاتينيين
18032,على
18033,المستوى
18034,الوطني
18035,.
18036,يوحي
18037,التصويت
18038,المبكر
18039,أن
18040,الأمريكيين
18041,اللاتينيين
18042,س
18043,يخرجون
18044,ل
18045,لتصويت
18046,ب
18047,أعداد
18048,كبيرة
18049,","
18050,لكن
18051,من
18052,غير
18053,الواضح
18054,إذا
18055,ما
18056,س
18057,يكون
18058,ل
18059,هذه
18060,الزيادة
18061,تأثير
18062,.
18063,صرحت
18064,المعارضة
18065,ل
18066,إل
18067,موندو
18068,قائلة
18069,:
18070,""""
18071,س
18072,يكون
18073,هناك
18074,احتجاجات
18075,و
18076,غير
18077,ها
18078,من
18079,الأمر
18080,","
18081,لقد
18082,خطط
18083,ل
18084,كل
18085,شيء
18086,ب
18087,الفعل
18088,""""
18089,.
18090,يحتفل
18091,العشرات
18092,من
18093,أتباع
18094,الجبهة
18095,الساندينية
18096,ل
18097,لتحرير
18098,الوطني
18099,ب
18100,الفعل
18101,في
18102,ساحة
18103,بلازا
18104,دي
18105,لاس
18106,فيكتورياس
18107,.
18108,تلقت
18109,ماي
18110,انتقادات
18111,كبيرة
18112,ل
18113,تجنب
18114,ها
18115,الإعلام
18116,و
18117,عدم
18118,التجاوب
18119,مع
18120,ه
18121,ب
18122,وضوح
18123,بعد
18124,الحكم
18125,القضائي
18126,ب
18127,شأن
18128,انسحاب
18129,بريطانيا
18130,من
18131,الاتحاد
18132,الأوروبي
18133,.
18134,انطلق
18135,عام
18136,1925
18137,مهرجان
18138,العامة
18139,","
18140,المهرجان
18141,المسرحي
18142,في
18143,الهواء
18144,الطلق
18145,الذي
18146,يقام
18147,على
18148,السلالم
18149,الكبيرة
18150,أمام
18151,كنيسة
18152,سان
18153,مايكل
18154,و
18155,لا
18156,يزال
18157,يستقطب
18158,جمهورا
18159,من
18160,جميع
18161,أنحاء
18162,البلاد
18163,.
18164,جرى
18165,الافتتاح
18166,الرسمي
18167,في
18168,30
18169,نيسان
18170,1955
18171,.
18172,عام
18173,1882
18174,","
18175,وضع
18176,نظام
18177,تلغرافي
18178,مجهز
18179,ب
18180,34
18181,جهاز
18182,إنذار
18183,قيد
18184,الخدمة
18185,.
18186,عام
18187,1992
18188,","
18189,بات
18190,مسرح
18191,العرائس
18192,السابق
18193,الذي
18194,سلمت
18195,ه
18196,البلدية
18197,في
18198,عهدة
18199,الممثلين
18200,و
18201,الموظفين
18202,.
18203,إن
18204,ه
18205,أحد
18206,المباني
18207,القليلة
18208,في
18209,مركز
18210,المدينة
18211,التي
18212,نجت
18213,من
18214,الدمار
18215,مع
18216,نهاية
18217,الحرب
18218,العالمية
18219,الثانية
18220,.
18221,عام
18222,1832
18223,","
18224,باعت
18225,ولاية
18226,فورتمبيرغ
18227,الدير
18228,السابق
18229,ل
18230,لصناعي
18231,غيورغ
18232,رايشنباخ
18233,ب
18234,شرط
18235,إنشاء
18236,مصنع
18237,ل
18238,لقطن
18239,هناك
18240,.
18241,الجالية
18242,الإسلامية
18243,التي
18244,استقرت
18245,هنا
18246,منذ
18247,بداية
18248,الستينيات
18249,هاجرت
18250,ب
18251,معظم
18252,ها
18253,من
18254,تركيا
18255,.
18256,من
18257,بين
18258,ها
18259,منطقة
18260,الدير
18261,السابق
18262,و
18263,كنيسة
18264,القديسين
18265,بطرس
18266,و
18267,بولوس
18268,.
18269,شيد
18270,مبنى
18271,البلدية
18272,التاريخي
18273,في
18274,أوبرمرسبورغ
18275,أصلا
18276,في
18277,القرن
18278,التاسع
18279,عشر
18280,","
18281,و
18282,أعيد
18283,بناؤ
18284,ه
18285,بعد
18286,حرب
18287,الثلاثين
18288,عاما
18289,.
18290,ثمة
18291,نظريات
18292,مختلفة
18293,حول
18294,أسباب
18295,ترك
18296,المكان
18297,.
18298,تضم
18299,حديقة
18300,غولدن
18301,غيت
18302,التي
18303,يبلغ
18304,طول
18305,ها
18306,أربعة
18307,كليومترات
18308,حديقة
18309,نباتية
18310,و
18311,قبة
18312,سماوية
18313,و
18314,حديقة
18315,شاي
18316,يابانية
18317,و
18318,حوض
18319,أسماك
18320,.
18321,إن
18322,ها
18323,ب
18324,مثابة
18325,مكان
18326,حضري
18327,ل
18328,لترفيه
18329,و
18330,الاستجمام
18331,ب
18332,النسبة
18333,إلى
18334,سكان
18335,سان
18336,فرانسيسكو
18337,.
18338,أنشئت
18339,حديقة
18340,ييربا
18341,بوينا
18342,على
18343,سطح
18344,مركز
18345,موسكون
18346,نورث
18347,ل
18348,لمؤتمرات
18349,في
18350,بداية
18351,التسعينيات
18352,.
18353,تضم
18354,نصبا
18355,تذكاريا
18356,ل
18357,مارتن
18358,لوثر
18359,كينغ
18360,جونيور
18361,.
18362,منذ
18363,الستينيات
18364,","
18365,يشهد
18366,اقتصاد
18367,المدينة
18368,انخفاضا
18369,حادا
18370,.
18371,خلال
18372,الانتخابات
18373,العامة
18374,ل
18375,عام
18376,2010
18377,","
18378,تمكن
18379,حزب
18380,العمال
18381,من
18382,الفوز
18383,في
18384,كل
18385,الدوائر
18386,الانتخابية
18387,السبع
18388,.
18389,كل
18390,من
18391,توقيت
18392,هذا
18393,الحدث
18394,و
18395,تسلسل
18396,ه
18397,الزمني
18398,مثار
18399,ل
18400,جدل
18401,كبير
18402,.
18403,في
18404,نيسان
18405,من
18406,عام
18407,2012
18408,","
18409,أعرب
18410,رئيس
18411,الوزراء
18412,التركي
18413,إردوغان
18414,عن
18415,خطط
18416,حكومت
18417,ه
18418,ل
18419,تخفيف
18420,العبء
18421,عن
18422,البوسفور
18423,من
18424,خلال
18425,إنشاء
18426,قناة
18427,إسطنبول
18428,الموازية
18429,ل
18430,ه
18431,.
18432,لا
18433,سيما
18434,أن
18435,العثمانيين
18436,أرادوا
18437,منع
18438,تصدير
18439,الحبوب
18440,نظرا
18441,ل
18442,حاجت
18443,هم
18444,الشديدة
18445,إلي
18446,ها
18447,.
18448,حرمت
18449,الإمبراطورية
18450,العثمانية
18451,و
18452,روسيا
18453,من
18454,إبقاء
18455,أساطيل
18456,حربية
18457,في
18458,البحر
18459,الأسود
18460,.
18461,كانت
18462,إحدى
18463,أكثر
18464,الثقافات
18465,انتشارا
18466,في
18467,نطاق
18468,ها
18469,خلال
18470,تلك
18471,الحقبة
18472,","
18473,حيث
18474,عرفت
18475,في
18476,العديد
18477,من
18478,المواقع
18479,الأخرى
18480,.
18481,تعود
18482,الاكتشافات
18483,إلى
18484,بداية
18485,القرن
18486,الخامس
18487,قبل
18488,الميلاد
18489,","
18490,مثل
18491,معظم
18492,المواقع
18493,في
18494,جنوب
18495,شرق
18496,أوروبا
18497,.
18498,قد
18499,يكون
18500,أشهر
18501,إنسان
18502,من
18503,العصر
18504,النحاسي
18505,هو
18506,المومياء
18507,المتجمدة
18508,أوتزي
18509,","
18510,الذي
18511,عاش
18512,عام
18513,3300
18514,ق
18515,.
18516,م
18517,تقريبا
18518,.
18519,تواجدت
18520,في
18521,المرتفعات
18522,ب
18523,شكل
18524,أساسي
18525,.
18526,من
18527,الناحية
18528,التقنية
18529,","
18530,ف
18531,إن
18532,طريقة
18533,طلي
18534,النحاس
18535,لدي
18536,هم
18537,جديرة
18538,ب
18539,الملاحظة
18540,.
18541,أثار
18542,عنف
18543,و
18544,ضرواة
18545,الثورة
18546,في
18547,الريف
18548,كلا
18549,من
18550,البلاط
18551,و
18552,الجمعية
18553,الوطنية
18554,في
18555,فرساي
18556,.
18557,عرف
18558,ب
18559,الأمر
18560,في
18561,باريس
18562,و
18563,استمر
18564,في
18565,إذكاء
18566,الاستياء
18567,الذي
18568,بدأ
18569,ب
18570,الفعل
18571,مع
18572,استمرار
18573,ارتفاع
18574,أسعار
18575,الخبز
18576,و
18577,انعدام
18578,المؤن
18579,.
18580,لم
18581,يتخذ
18582,الملك
18583,احتياطات
18584,خاصة
18585,أثناء
18586,هروب
18587,ه
18588,و
18589,تم
18590,التعرف
18591,علي
18592,ه
18593,عدة
18594,مرات
18595,في
18596,أماكن
18597,مكوث
18598,ه
18599,.
18600,لاقى
18601,النشيد
18602,استحسانا
18603,و
18604,طالب
18605,الجمهور
18606,ب
18607,عزف
18608,ه
18609,مجددا
18610,.
18611,أعلن
18612,نهاية
18613,أول
18614,ألعاب
18615,أولمبية
18616,دولية
18617,.
18618,جلبت
18619,الحرب
18620,العالمية
18621,الأولى
18622,تحولات
18623,و
18624,وقائع
18625,جديدة
18626,في
18627,السياسات
18628,الاستعمارية
18629,.
18630,بدأت
18631,الثورة
18632,الصناعية
18633,في
18634,بريطانيا
18635,العظمى
18636,قبل
18637,أي
18638,بلد
18639,آخر
18640,في
18641,العالم
18642,.
18643,أظهرت
18644,أزمة
18645,السويس
18646,حدود
18647,قدرات
18648,القوى
18649,الاستعمارية
18650,القديمة
18651,مثل
18652,بريطانيا
18653,العظمى
18654,و
18655,فرنسا
18656,في
18657,عالم
18658,متغير
18659,.
18660,بعد
18661,استيلاء
18662,النازية
18663,على
18664,السلطة
18665,عام
18666,1933
18667,","
18668,ظهرت
18669,جهود
18670,متعارضة
18671,في
18672,الرايخ
18673,الألماني
18674,ل
18675,استعادة
18676,المستعمرات
18677,القديمة
18678,.
18679,بعد
18680,الثورة
18681,الروسية
18682,عام
18683,1917
18684,","
18685,نالت
18686,بعض
18687,الدول
18688,استقلال
18689,ها
18690,","
18691,مثل
18692,فنلندا
18693,و
18694,بولندا
18695,و
18696,دول
18697,البلطيق
18698,.
18699,كانت
18700,إحدى
18701,آخر
18702,وسائل
18703,الضغط
18704,لدي
18705,ه
18706,على
18707,هنغاريا
18708,التهديد
18709,ب
18710,إقامة
18711,انتخابات
18712,عامة
18713,و
18714,حرة
18715,.
18716,بعد
18717,التسوية
18718,","
18719,حرص
18720,الإمبراطور
18721,و
18722,الملك
18723,فرانز
18724,جوزيف
18725,الأول
18726,على
18727,معاملة
18728,مملكتي
18729,ه
18730,من
18731,دون
18732,تمييز
18733,.
18734,حل
18735,دير
18736,ديزيبودنبيرغ
18737,نتيجة
18738,ل
18739,حركة
18740,الإصلاح
18741,و
18742,بات
18743,أطلالا
18744,.
18745,و
18746,اليوم
18747,","
18748,هناك
18749,آثار
18750,كثيرة
18751,يمكن
18752,زيارت
18753,ها
18754,.
18755,عام
18756,1632
18757,","
18758,دمر
18759,دير
18760,روبرتسبيرغ
18761,خلال
18762,حرب
18763,الثلاثين
18764,عاما
18765,من
18766,قبل
18767,القوات
18768,السويدية
18769,.
18770,انتقلت
18771,الراهبات
18772,المشردات
18773,إلى
18774,دير
18775,أيبينغين
18776,.
18777,أعيد
18778,بناء
18779,الأنقاض
18780,لاحقا
18781,.
18782,بعد
18783,هذه
18784,النجاحات
18785,","
18786,وقع
18787,عقدا
18788,مع
18789,فريق
18790,تيليكوم
18791,و
18792,انتقل
18793,ل
18794,لإقامة
18795,مع
18796,حبيبت
18797,ه
18798,في
18799,مردينغين
18800,في
18801,جنوب
18802,بادن
18803,","
18804,حيث
18805,عاش
18806,حتى
18807,عام
18808,2002
18809,.
18810,في
18811,دورة
18812,الألعاب
18813,الأولمبية
18814,في
18815,آثينا
18816,عام
18817,2004
18818,","
18819,دخل
18820,أولريش
18821,سباق
18822,الدرجات
18823,على
18824,الطريق
18825,ك
18826,حامل
18827,ل
18828,ذهبية
18829,عام
18830,2000
18831,","
18832,هادفا
18833,الفوز
18834,ب
18835,ميداليت
18836,ه
18837,الذهبية
18838,الثانية
18839,.
18840,استبعدت
18841,الرقابة
18842,كل
18843,الآراء
18844,غير
18845,المرغوب
18846,ب
18847,ها
18848,","
18849,و
18850,باتت
18851,المشاركة
18852,في
18853,الحياة
18854,العامة
18855,شبه
18856,مستحيلة
18857,.
18858,كانت
18859,آثار
18860,الدماء
18861,على
18862,الملابس
18863,ب
18864,ذات
18865,الهيئة
18866,التي
18867,ورد
18868,ذكر
18869,ها
18870,في
18871,التقارير
18872,الإخبارية
18873,في
18874,يوم
18875,جريمة
18876,القتل
18877,.
18878,كرم
18879,فايس
18880,ب
18881,نيل
18882,ه
18883,جائزتي
18884,مدينتي
18885,كولونيا
18886,و
18887,بريمن
18888,الأدبيتين
18889,.
18890,سرا
18891,و
18892,علانية
18893,","
18894,سعى
18895,شبرينغر
18896,ب
18897,قوة
18898,ل
18899,لمصالحة
18900,مع
18901,الشعب
18902,اليهودي
18903,و
18904,سافر
18905,عدة
18906,مرات
18907,إلى
18908,إسرائيل
18909,.
18910,احترق
18911,الشاليه
18912,تماما
18913,.
18914,في
18915,العام
18916,التالي
18917,","
18918,عام
18919,1977
18920,","
18921,نال
18922,وسام
18923,الصداقة
18924,الأمريكي
18925,نظرا
18926,إلى
18927,موقف
18928,الودي
18929,ل
18930,صحافت
18931,ه
18932,تجاه
18933,الولايات
18934,المتحدة
18935,الأمريكية
18936,.
18937,تضم
18938,منطقتا
18939,فيغييه
18940,و
18941,لا
18942,كونت
18943,غالبية
18944,المساكن
18945,الاجتماعية
18946,في
18947,المدينة
18948,","
18949,حيث
18950,يتشكل
18951,السكان
18952,ب
18953,شكل
18954,أساسي
18955,من
18956,المهاجرين
18957,أو
18958,من
18959,أبناء
18960,المهاجرين
18961,.
18962,يرتبط
18963,تاريخ
18964,قرقشونة
18965,ارتباطا
18966,مباشرا
18967,ب
18968,كون
18969,ها
18970,مدينة
18971,حصينة
18972,.
18973,في
18974,بداية
18975,الألفية
18976,","
18977,كان
18978,هناك
18979,خمسة
18980,أطباء
18981,ل
18982,كل
18983,100000
18984,نسمة
18985,.
18986,تستشهد
18987,منظمة
18988,العفو
18989,الدولية
18990,ب
18991,مقالات
18992,صحفية
18993,من
18994,عام
18995,2008
18996,تصف
18997,مقتل
18998,خمسين
18999,شخصا
19000,اتهموا
19001,ب
19002,ممارسة
19003,السحر
19004,.
19005,وقعت
19006,عينا
19007,فون
19008,بيلينغزهاوزن
19009,على
19010,القارة
19011,القطبية
19012,الجنوبية
19013,في
19014,27
19015,كانون
19016,الثاني
19017,1820
19018,","
19019,قبل
19020,ثلاثة
19021,أيام
19022,من
19023,رؤية
19024,برانسفيلد
19025,ل
19026,ليابسة
19027,","
19028,و
19029,قبل
19030,عشرة
19031,أشهر
19032,من
19033,قيام
19034,بالمر
19035,ب
19036,ذلك
19037,في
19038,تشرين
19039,الثاني
19040,1820
19041,.
19042,في
19043,بعثة
19044,إنديورنس
19045,الاستكشافية
19046,عام
19047,1914
19048,","
19049,أبحرت
19050,السفينة
19051,البريطانية
19052,إنديورنس
19053,","
19054,ب
19055,قيادة
19056,القبطان
19057,السير
19058,إرنست
19059,شاكلتون
19060,","
19061,و
19062,على
19063,متن
19064,ها
19065,ثمانية
19066,و
19067,عشرون
19068,رجلا
19069,ل
19070,عبور
19071,القارة
19072,القطبية
19073,الجنوبية
19074,.
19075,كان
19076,هذا
19077,المخطوط
19078,هو
19079,أساس
19080,القانون
19081,الروماني
19082,و
19083,مؤسسات
19084,الجمهورية
19085,الرومانية
19086,و
19087,الموس
19088,مايوروم
19089,.
19090,مع
19091,ذلك
19092,","
19093,أجبر
19094,بيروس
19095,على
19096,ترك
19097,صقلية
19098,من
19099,أجل
19100,حضور
19101,أعمال
19102,تجارية
19103,في
19104,جنوب
19105,إيطاليا
19106,.
19107,في
19108,القرن
19109,الثامن
19110,قبل
19111,الميلاد
19112,","
19113,بدأت
19114,اليونان
19115,ب
19116,الخروج
19117,من
19118,العصور
19119,المظلمة
19120,بعد
19121,سقوط
19122,الحضارة
19123,الموكيانية
19124,.
19125,ضاعت
19126,القراءة
19127,و
19128,الكتابة
19129,و
19130,باتت
19131,الكتابة
19132,الموكيانية
19133,طي
19134,النسيان
19135,","
19136,غير
19137,أن
19138,الإغريق
19139,اعتمدوا
19140,الأبجدية
19141,الفينيقية
19142,","
19143,و
19144,عدلو
19145,ها
19146,ل
19147,وضع
19148,الأبجدية
19149,اليونانية
19150,.
19151,بدءا
19152,من
19153,القرن
19154,التاسع
19155,قبل
19156,الميلاد
19157,","
19158,بدأت
19159,أولى
19160,النصوص
19161,الإغريقية
19162,ب
19163,الظهور
19164,.
19165,كانت
19166,اليونان
19167,مقسمة
19168,إلى
19169,عدة
19170,مجتمعات
19171,صغيرة
19172,تتمتع
19173,ب
19174,الحكم
19175,الذاتي
19176,","
19177,و
19178,هو
19179,نمط
19180,أملت
19181,ه
19182,ب
19183,الأساس
19184,جغرافيا
19185,اليونان
19186,:
19187,كل
19188,جزيرة
19189,أو
19190,واد
19191,أو
19192,سهل
19193,معزول
19194,عن
19195,محيط
19196,ه
19197,ب
19198,البحر
19199,أو
19200,ب
19201,السلاسل
19202,الجبلية
19203,.
19204,بدءا
19205,من
19206,القرن
19207,الثامن
19208,قبل
19209,الميلاد
19210,بدأت
19211,الدول
19212,المدينة
19213,ب
19214,الظهور
19215,:
19216,و
19217,هي
19218,أقاليم
19219,صغير
19220,تتمتع
19221,ب
19222,الحكم
19223,الذاتي
19224,و
19225,ل
19226,ها
19227,نظم
19228,ها
19229,السياسية
19230,الخاصة
19231,ب
19232,ها
19233,.
19234,في
19235,العصور
19236,الوسطى
19237,","
19238,لم
19239,يكن
19240,ب
19241,وسع
19242,معظم
19243,المسيحيين
19244,قراءة
19245,الإنجيل
19246,ب
19247,لغت
19248,هم
19249,الأم
19250,.
19251,مع
19252,ذلك
19253,","
19254,لم
19255,يتوسعوا
19256,إلى
19257,أن
19258,صنعت
19259,سفن
19260,كبيرة
19261,ب
19262,ما
19263,يكفي
19264,ل
19265,عبور
19266,البحار
19267,.
19268,طورت
19269,التجارة
19270,من
19271,خلال
19272,إنشاء
19273,مواقع
19274,تجارية
19275,في
19276,أرجاء
19277,البحر
19278,المتوسط
19279,","
19280,و
19281,هي
19282,طريقة
19283,لم
19284,تكن
19285,متبعة
19286,حتى
19287,ذلك
19288,الحين
19289,.
19290,يمكن
19291,اعتبار
19292,هذه
19293,القضية
19294,ب
19295,مثابة
19296,نقطة
19297,انطلاق
19298,مسيرت
19299,ه
19300,ك
19301,ثوري
19302,راديكالي
19303,.
19304,في
19305,بلوفيوس
19306,من
19307,السنة
19308,الثالثة
19309,(
19310,كانون
19311,الثاني
19312,-
19313,شباط
19314,1794
19315,)
19316,","
19317,بعد
19318,أن
19319,خفف
19320,من
19321,وطأة
19322,عهد
19323,الإرهاب
19324,","
19325,اتخذ
19326,عدة
19327,تدابير
19328,ل
19329,تحرير
19330,المشتبه
19331,ب
19332,هم
19333,.
19334,بما
19335,أن
19336,ها
19337,ممولة
19338,كليا
19339,ب
19340,أموال
19341,برنار
19342,تابي
19343,الخاصة
19344,","
19345,أغلقت
19346,هذه
19347,المدارس
19348,عام
19349,1994
19350,عند
19351,إعلان
19352,إفلاس
19353,ه
19354,.
19355,رغم
19356,أن
19357,ها
19358,الموزع
19359,الأول
19360,ل
19361,لمعدات
19362,و
19363,المنسوجات
19364,في
19365,العالم
19366,","
19367,كانت
19368,الشركة
19369,الألمانية
19370,في
19371,ورطة
19372,مالية
19373,.
19374,ل
19375,لابتعاد
19376,عن
19377,كل
19378,ذلك
19379,","
19380,أقام
19381,آل
19382,ريمي
19383,في
19384,سويسرا
19385,معظم
19386,صيف
19387,1947
19388,.
19389,عند
19390,عودت
19391,هم
19392,","
19393,طابت
19394,ل
19395,هم
19396,فكرة
19397,العيش
19398,في
19399,جنوب
19400,أفريقيا
19401,","
19402,بعيدا
19403,عن
19404,المشاكل
19405,في
19406,بلجيكا
19407,ما
19408,بعد
19409,الحرب
19410,.
19411,في
19412,ربيع
19413,عام
19414,1948
19415,","
19416,و
19417,أملا
19418,ب
19419,تحويل
19420,تانتان
19421,إلى
19422,عمل
19423,سينمائي
19424,","
19425,كتب
19426,الفنان
19427,البلجيكي
19428,رسالة
19429,إلى
19430,والت
19431,ديزني
19432,","
19433,طالبا
19434,دعم
19435,ه
19436,من
19437,دون
19438,جدوى
19439,.
19440,في
19441,الصيف
19442,","
19443,عاد
19444,جورج
19445,و
19446,زوجت
19447,ه
19448,إلى
19449,سويسرا
19450,","
19451,ترافق
19452,هما
19453,روزان
19454,","
19455,فتاة
19456,في
19457,الثامنة
19458,عشرة
19459,من
19460,عمر
19461,ها
19462,و
19463,كانت
19464,ابنة
19465,إحدى
19466,صديقات
19467,جيرمين
19468,.
19469,خلال
19470,العطلة
19471,","
19472,دخل
19473,في
19474,علاقة
19475,خارج
19476,الزواج
19477,مع
19478,الفتاة
19479,الشابة
19480,","
19481,و
19482,قد
19483,اعترف
19484,ب
19485,ذلك
19486,بعد
19487,فترة
19488,وجيزة
19489,.
19490,في
19491,الجزء
19492,الأدنى
19493,","
19494,هناك
19495,ثلاثة
19496,أشجار
19497,نخيل
19498,تطل
19499,على
19500,البحر
19501,","
19502,و
19503,تمثل
19504,المحبة
19505,التي
19506,يكن
19507,ها
19508,أهل
19509,هذه
19510,الجزيرة
19511,ل
19512,أرض
19513,هم
19514,.
19515,علاوة
19516,على
19517,ذلك
19518,","
19519,ف
19520,إن
19521,حدوث
19522,أعاصير
19523,في
19524,الجزيرة
